_lerpT,_lerp1,_lerp2,_hoverPositionY
0.9989873,1.92,2.12,2.119797
0.9999338,1.92,2.12,2.119987
0.9999338,1.92,2.12,2.12
0,2.12,1.92,2.12
0.0005335836,2.12,1.92,2.119893
0.002109824,2.12,1.92,2.119578
0.006397289,2.12,1.92,2.118721
0.01048512,2.12,1.92,2.117903
0.01548737,2.12,1.92,2.116902
0.02145517,2.12,1.92,2.115709
0.02836025,2.12,1.92,2.114328
0.03614347,2.12,1.92,2.112771
0.04566198,2.12,1.92,2.110868
0.0539668,2.12,1.92,2.109206
0.06422373,2.12,1.92,2.107155
0.08092616,2.12,1.92,2.103815
0.09283892,2.12,1.92,2.101432
0.1055096,2.12,1.92,2.098898
0.1187059,2.12,1.92,2.096259
0.1325837,2.12,1.92,2.093483
0.1471089,2.12,1.92,2.090578
0.1622386,2.12,1.92,2.087552
0.1777648,2.12,1.92,2.084447
0.1938461,2.12,1.92,2.081231
0.2190192,2.12,1.92,2.076196
0.2365056,2.12,1.92,2.072699
0.2536922,2.12,1.92,2.069262
0.2716512,2.12,1.92,2.06567
0.2899565,2.12,1.92,2.062009
0.3086413,2.12,1.92,2.058272
0.3275875,2.12,1.92,2.054482
0.3466099,2.12,1.92,2.050678
0.3666173,2.12,1.92,2.046676
0.3957916,2.12,1.92,2.040842
0.4155134,2.12,1.92,2.036897
0.435549,2.12,1.92,2.03289
0.4553328,2.12,1.92,2.028933
0.4756463,2.12,1.92,2.024871
0.4957845,2.12,1.92,2.020843
0.5164574,2.12,1.92,2.016708
0.5361233,2.12,1.92,2.012775
0.5567335,2.12,1.92,2.008653
0.5863424,2.12,1.92,2.002732
0.6058875,2.12,1.92,1.998822
0.625605,2.12,1.92,1.994879
0.6451864,2.12,1.92,1.990963
0.6644038,2.12,1.92,1.987119
0.6832268,2.12,1.92,1.983355
0.7021731,2.12,1.92,1.979565
0.720669,2.12,1.92,1.975866
0.7392203,2.12,1.92,1.972156
0.7652168,2.12,1.92,1.966957
0.782584,2.12,1.92,1.963483
0.7991598,2.12,1.92,1.960168
0.8155981,2.12,1.92,1.95688
0.8312795,2.12,1.92,1.953744
0.8465412,2.12,1.92,1.950692
0.8613175,2.12,1.92,1.947737
0.8753698,2.12,1.92,1.944926
0.889221,2.12,1.92,1.942156
0.9083251,2.12,1.92,1.938335
0.9207025,2.12,1.92,1.935859
0.9317601,2.12,1.92,1.933648
0.9420496,2.12,1.92,1.93159
0.9515392,2.12,1.92,1.929692
0.960556,2.12,1.92,1.927889
0.968884,2.12,1.92,1.926223
0.9794077,2.12,1.92,1.924118
0.9876792,2.12,1.92,1.922464
0.9940265,2.12,1.92,1.921195
0.9981378,2.12,1.92,1.920372
0.9999211,2.12,1.92,1.920016
0.9999211,1.92,2.12,1.820016
0,1.92,2.12,1.92
0.0005174624,1.92,2.12,1.920103
0.003376512,1.92,2.12,1.920675
0.006395434,1.92,2.12,1.921279
0.01053928,1.92,2.12,1.922108
0.01838795,1.92,2.12,1.923678
0.02485368,1.92,2.12,1.924971
0.03200549,1.92,2.12,1.926401
0.04023512,1.92,2.12,1.928047
0.04898235,1.92,2.12,1.929796
0.05891297,1.92,2.12,1.931783
0.06948034,1.92,2.12,1.933896
0.08064807,1.92,2.12,1.93613
0.09271578,1.92,2.12,1.938543
0.1120742,1.92,2.12,1.942415
0.1257012,1.92,2.12,1.94514
0.1399694,1.92,2.12,1.947994
0.1550488,1.92,2.12,1.95101
0.1779463,1.92,2.12,1.955589
0.1937846,1.92,2.12,1.958757
0.2104199,1.92,2.12,1.962084
0.2270854,1.92,2.12,1.965417
0.2445623,1.92,2.12,1.968912
0.2713157,1.92,2.12,1.974263
0.2895378,1.92,2.12,1.977908
0.3083769,1.92,2.12,1.981675
0.3290894,1.92,2.12,1.985818
0.3569636,1.92,2.12,1.991393
0.3757955,1.92,2.12,1.995159
0.3954219,1.92,2.12,1.999084
0.4169285,1.92,2.12,2.003386
0.4462414,1.92,2.12,2.009248
0.4756409,1.92,2.12,2.015128
0.4961188,1.92,2.12,2.019224
0.5158652,1.92,2.12,2.023173
0.5360166,1.92,2.12,2.027203
0.5561545,1.92,2.12,2.031231
0.5760851,1.92,2.12,2.035217
0.5959668,1.92,2.12,2.039193
0.6154926,1.92,2.12,2.043098
0.6352894,1.92,2.12,2.047058
0.6642387,1.92,2.12,2.052848
0.6832996,1.92,2.12,2.05666
0.7021596,1.92,2.12,2.060432
0.7206865,1.92,2.12,2.064137
0.7386525,1.92,2.12,2.06773
0.7564861,1.92,2.12,2.071297
0.7739463,1.92,2.12,2.074789
0.7906846,1.92,2.12,2.078137
0.8074538,1.92,2.12,2.081491
0.8312507,1.92,2.12,2.08625
0.8464942,1.92,2.12,2.089299
0.861262,1.92,2.12,2.092252
0.8753689,1.92,2.12,2.095074
0.8890048,1.92,2.12,2.097801
0.9018913,1.92,2.12,2.100378
0.9141268,1.92,2.12,2.102825
0.9257523,1.92,2.12,2.10515
0.9366904,1.92,2.12,2.107338
0.9515098,1.92,2.12,2.110302
0.9604732,1.92,2.12,2.112095
0.9684349,1.92,2.12,2.113687
0.9756171,1.92,2.12,2.115123
0.9819567,1.92,2.12,2.116391
0.9874291,1.92,2.12,2.117486
0.9919397,1.92,2.12,2.118388
0.9954981,1.92,2.12,2.1191
0.9980595,1.92,2.12,2.119612
0.9999106,1.92,2.12,2.119982
0.9999106,1.92,2.12,2.12
0,2.12,1.92,2.12
0.0005128514,2.12,1.92,2.119897
0.002063125,2.12,1.92,2.119587
0.004661925,2.12,1.92,2.119067
0.008285603,2.12,1.92,2.118343
0.01274488,2.12,1.92,2.117451
0.01826678,2.12,1.92,2.116347
0.02463528,2.12,1.92,2.115073
0.03596498,2.12,1.92,2.112807
0.04444618,2.12,1.92,2.111111
0.05418078,2.12,1.92,2.109164
0.06400426,2.12,1.92,2.107199
0.07477792,2.12,1.92,2.105044
0.08643026,2.12,1.92,2.102714
0.09862152,2.12,1.92,2.100276
0.1115192,2.12,1.92,2.097696
0.1253473,2.12,1.92,2.09493
0.1469323,2.12,1.92,2.090613
0.1618377,2.12,1.92,2.087632
0.17751,2.12,1.92,2.084498
0.1934631,2.12,1.92,2.081307
0.21012,2.12,1.92,2.077976
0.2271764,2.12,1.92,2.074565
0.2442866,2.12,1.92,2.071143
0.2627109,2.12,1.92,2.067458
0.2811224,2.12,1.92,2.063776
0.3092144,2.12,1.92,2.058157
0.3277282,2.12,1.92,2.054454
0.3473176,2.12,1.92,2.050536
0.3665456,2.12,1.92,2.046691
0.3957035,2.12,1.92,2.040859
0.4155623,2.12,1.92,2.036887
0.435423,2.12,1.92,2.032915
0.4554671,2.12,1.92,2.028907
0.475818,2.12,1.92,2.024836
0.5061792,2.12,1.92,2.018764
0.5361522,2.12,1.92,2.012769
0.5561673,2.12,1.92,2.008766
0.5757003,2.12,1.92,2.00486
0.5956267,2.12,1.92,2.000875
0.6155357,2.12,1.92,1.996893
0.6351891,2.12,1.92,1.992962
0.6545937,2.12,1.92,1.989081
0.6736205,2.12,1.92,1.985276
0.7017757,2.12,1.92,1.979645
0.7206248,2.12,1.92,1.975875
0.7387439,2.12,1.92,1.972251
0.756659,2.12,1.92,1.968668
0.7736056,2.12,1.92,1.965279
0.7904873,2.12,1.92,1.961902
0.8070216,2.12,1.92,1.958596
0.8230275,2.12,1.92,1.955394
0.8386831,2.12,1.92,1.952263
0.8620886,2.12,1.92,1.947582
0.882428,2.12,1.92,1.943514
0.8957717,2.12,1.92,1.940846
0.9140962,2.12,1.92,1.937181
0.9258751,2.12,1.92,1.934825
0.9366905,2.12,1.92,1.932662
0.9465278,2.12,1.92,1.930694
0.9559484,2.12,1.92,1.92881
0.9683347,2.12,1.92,1.926333
0.975858,2.12,1.92,1.924828
0.9820761,2.12,1.92,1.923585
0.987541,2.12,1.92,1.922492
0.9920526,2.12,1.92,1.921589
0.9970205,2.12,1.92,1.920596
0.9989367,2.12,1.92,1.920213
0.9999247,2.12,1.92,1.920015
0.9999247,1.92,2.12,1.820015
0,1.92,2.12,1.92
0.001147464,1.92,2.12,1.920229
0.00324365,1.92,2.12,1.920649
0.006256961,1.92,2.12,1.921251
0.01276741,1.92,2.12,1.922553
0.0180333,1.92,2.12,1.923607
0.02436102,1.92,2.12,1.924872
0.03160333,1.92,2.12,1.926321
0.03977235,1.92,2.12,1.927954
0.04882672,1.92,2.12,1.929765
0.06346731,1.92,2.12,1.932693
0.07437238,1.92,2.12,1.934874
0.08597632,1.92,2.12,1.937195
0.0983555,1.92,2.12,1.939671
0.1110087,1.92,2.12,1.942202
0.1250392,1.92,2.12,1.945008
0.1388273,1.92,2.12,1.947765
0.1535972,1.92,2.12,1.950719
0.1689173,1.92,2.12,1.953783
0.1928585,1.92,2.12,1.958572
0.2093137,1.92,2.12,1.961863
0.2274767,1.92,2.12,1.965495
0.2436427,1.92,2.12,1.968728
0.261671,1.92,2.12,1.972334
0.2795599,1.92,2.12,1.975912
0.298115,1.92,2.12,1.979623
0.3167507,1.92,2.12,1.98335
0.3358734,1.92,2.12,1.987175
0.3648488,1.92,2.12,1.99297
0.3844016,1.92,2.12,1.99688
0.4039933,1.92,2.12,2.000799
0.4239644,1.92,2.12,2.004793
0.443859,1.92,2.12,2.008772
0.4640748,1.92,2.12,2.012815
0.4844421,1.92,2.12,2.016888
0.5044767,1.92,2.12,2.020895
0.5246295,1.92,2.12,2.024926
0.5549728,1.92,2.12,2.030994
0.5748855,1.92,2.12,2.034977
0.5948575,1.92,2.12,2.038971
0.6146449,1.92,2.12,2.042929
0.6342685,1.92,2.12,2.046854
0.6536281,1.92,2.12,2.050725
0.6725249,1.92,2.12,2.054505
0.6915053,1.92,2.12,2.058301
0.7103144,1.92,2.12,2.062063
0.7377824,1.92,2.12,2.067556
0.7554688,1.92,2.12,2.071094
0.7729442,1.92,2.12,2.074589
0.7900023,1.92,2.12,2.078
0.8064197,1.92,2.12,2.081284
0.8223776,1.92,2.12,2.084476
0.8381249,1.92,2.12,2.087625
0.8530566,1.92,2.12,2.090611
0.8677451,2.02,2.02,2.02
0.8938057,2.02,2.02,2.02
0.9153111,2.02,2.02,2.02
0.9265934,2.02,2.02,2.02
0.9373019,2.02,2.02,2.02
0.9478419,1.82,2.22,2.199137
0.9668908,1.82,2.22,2.206756
0.9800732,1.82,2.22,2.212029
0.988332,1.82,2.22,2.215333
0.9943563,1.82,2.22,2.217742
0.9972459,1.82,2.22,2.218898
0.9991303,1.82,2.22,2.219652
0.9999698,1.82,2.22,2.219988
0.9999698,1.82,2.22,2.22
0,2.22,1.82,2.22
0.0005302382,2.22,1.82,2.219788
0.002121363,2.22,1.82,2.219151
0.00641145,2.22,1.82,2.217435
0.01051704,2.22,1.82,2.215793
0.01552524,2.22,1.82,2.21379
0.02150368,2.22,1.82,2.211399
0.02859772,2.22,1.82,2.208561
0.03613564,2.22,1.82,2.205546
0.04520405,2.22,1.82,2.201918
0.06510404,2.22,1.82,2.193959
0.08097709,2.22,1.82,2.187609
0.09315757,2.22,1.82,2.182737
0.1120545,2.22,1.82,2.175178
0.1257066,2.22,1.82,2.169717
0.1400101,2.22,1.82,2.163996
0.1544451,2.22,1.82,2.158222
0.1698042,2.22,1.82,2.152078
0.185979,2.22,1.82,2.145608
0.2023595,2.22,1.82,2.139056
0.2275409,2.22,1.82,2.128984
0.2449941,2.22,1.82,2.122002
0.2627834,2.22,1.82,2.114887
0.2807984,2.22,1.82,2.107681
0.2993273,2.22,1.82,2.100269
0.3180436,2.22,1.82,2.092782
0.3371874,2.22,1.82,2.085125
0.3567519,2.22,1.82,2.077299
0.3760951,2.22,1.82,2.069562
0.4056208,2.22,1.82,2.057752
0.4253525,2.22,1.82,2.049859
0.4454142,2.22,1.82,2.041834
0.4655668,2.22,1.82,2.033773
0.4855249,2.22,1.82,2.02579
0.5060202,2.22,1.82,2.017592
0.526277,2.22,1.82,2.009489
0.5459994,2.22,1.82,2.0016
0.5663428,2.22,1.82,1.993463
0.5961924,2.22,1.82,1.981523
0.6157264,2.22,1.82,1.973709
0.6351701,2.22,1.82,1.965932
0.6545557,2.22,1.82,1.958178
0.673865,2.22,1.82,1.950454
0.6929304,2.22,1.82,1.942828
0.7112601,2.22,1.82,1.935496
0.7298943,2.22,1.82,1.928042
0.7478146,2.22,1.82,1.920874
0.7740433,2.22,1.82,1.910383
0.790725,2.22,1.82,1.90371
0.8073993,2.22,1.82,1.89704
0.8232993,2.22,1.82,1.89068
0.8388963,2.22,1.82,1.884441
0.854105,2.22,1.82,1.878358
0.8684176,2.22,1.82,1.872633
0.8821799,2.22,1.82,1.867128
0.8956141,2.22,1.82,1.861754
0.9143846,2.22,1.82,1.854246
0.9258467,2.22,1.82,1.849661
0.9366553,2.22,1.82,1.845338
0.9467084,2.22,1.82,1.841317
0.9560612,2.22,1.82,1.837575
0.9645534,2.22,1.82,1.834179
0.972279,2.22,1.82,1.831088
0.9792547,2.22,1.82,1.828298
0.985042,2.22,1.82,1.825983
0.9920236,2.22,1.82,1.82319
0.9955593,2.22,1.82,1.821776
0.9980667,2.22,1.82,1.820773
0.99956,2.22,1.82,1.820176
0.99956,1.82,2.22,1.620176
0,1.82,2.22,1.82
0.0005264044,1.82,2.22,1.82021
0.002110397,1.82,2.22,1.820844
0.004742007,1.82,2.22,1.821897
0.008332853,1.82,2.22,1.823333
0.01559084,1.82,2.22,1.826236
0.02154156,1.82,2.22,1.828616
0.02837886,1.82,2.22,1.831352
0.03607169,1.82,2.22,1.834429
0.04482641,1.82,2.22,1.837931
0.05414585,1.82,2.22,1.841658
0.06414466,1.82,2.22,1.845658
0.07501347,1.82,2.22,1.850005
0.08666825,1.82,2.22,1.854667
0.1055705,1.82,2.22,1.862228
0.118692,1.82,2.22,1.867477
0.1324607,1.82,2.22,1.872984
0.1470577,1.82,2.22,1.878823
0.1620549,1.82,2.22,1.884822
0.1777215,1.82,2.22,1.891088
0.1937255,1.82,2.22,1.89749
0.2102805,1.82,2.22,1.904112
0.2275634,1.82,2.22,1.911025
0.2538608,1.82,2.22,1.921544
0.2721744,1.82,2.22,1.92887
0.2902071,1.82,2.22,1.936083
0.3084739,1.82,2.22,1.94339
0.3273751,1.82,2.22,1.95095
0.3465491,1.82,2.22,1.95862
0.3660713,1.82,2.22,1.966429
0.3858966,1.82,2.22,1.974359
0.4055623,1.82,2.22,1.982225
0.4355844,1.82,2.22,1.994234
0.4556323,1.82,2.22,2.002253
0.4756147,1.82,2.22,2.010246
0.4958378,1.82,2.22,2.018335
0.5157366,1.82,2.22,2.026295
0.5359104,1.82,2.22,2.034364
0.5559202,1.82,2.22,2.042368
0.5765626,1.82,2.22,2.050625
0.5963089,1.82,2.22,2.058524
0.6255059,1.82,2.22,2.070202
0.6456403,1.82,2.22,2.078256
0.6644499,1.82,2.22,2.08578
0.683583,1.82,2.22,2.093433
0.7020386,1.82,2.22,2.100816
0.7207658,1.82,2.22,2.108306
0.7388859,1.82,2.22,2.115554
0.7564877,1.82,2.22,2.122595
0.7739878,1.82,2.22,2.129595
0.7991674,1.82,2.22,2.139667
0.8153949,1.82,2.22,2.146158
0.8312322,1.82,2.22,2.152493
0.8465547,1.82,2.22,2.158622
0.8613016,1.82,2.22,2.164521
0.8754559,1.82,2.22,2.170182
0.8890271,1.82,2.22,2.175611
0.9018832,1.82,2.22,2.180753
0.914265,1.82,2.22,2.185706
0.9312465,1.82,2.22,2.192499
0.9418119,1.82,2.22,2.196725
0.9514637,1.82,2.22,2.200586
0.9603555,1.82,2.22,2.204142
0.968906,1.82,2.22,2.207562
0.9758142,1.82,2.22,2.210326
0.9822373,1.82,2.22,2.212895
0.9876412,1.82,2.22,2.215056
0.9921678,1.82,2.22,2.216867
0.9969733,1.82,2.22,2.218789
0.9995771,1.82,2.22,2.219831
0.9995771,1.82,2.22,2.22
0,2.22,1.82,2.22
0.000497244,2.22,1.82,2.219801
0.002053528,2.22,1.82,2.219179
0.004629546,2.22,1.82,2.218148
0.01035954,2.22,1.82,2.215856
0.01543943,2.22,1.82,2.213824
0.02466039,2.22,1.82,2.210136
0.03215653,2.22,1.82,2.207137
0.04033048,2.22,1.82,2.203868
0.04918746,2.22,1.82,2.200325
0.05896652,2.22,1.82,2.196414
0.06931611,2.22,1.82,2.192274
0.08066773,2.22,1.82,2.187733
0.1059916,2.22,1.82,2.177603
0.1257132,2.22,1.82,2.169715
0.1395407,2.22,1.82,2.164184
0.1546067,2.22,1.82,2.158157
0.1693922,2.22,1.82,2.152243
0.1944922,2.22,1.82,2.142203
0.2100973,2.22,1.82,2.135961
0.2275492,2.22,1.82,2.12898
0.244748,2.22,1.82,2.122101
0.2624505,2.22,1.82,2.11502
0.2897938,2.22,1.82,2.104083
0.3086438,2.22,1.82,2.096543
0.3285183,2.22,1.82,2.088593
0.3465503,2.22,1.82,2.08138
0.3666358,2.22,1.82,2.073346
0.3852673,2.22,1.82,2.065893
0.4053069,2.22,1.82,2.057877
0.4255791,2.22,1.82,2.049768
0.4451802,2.22,1.82,2.041928
0.4758849,2.22,1.82,2.029646
0.4949083,2.22,1.82,2.022037
0.5149105,2.22,1.82,2.014036
0.5351296,2.22,1.82,2.005948
0.555133,2.22,1.82,1.997947
0.5750245,2.22,1.82,1.98999
0.5949907,2.22,1.82,1.982004
0.6147653,2.22,1.82,1.974094
0.6345406,2.22,1.82,1.966184
0.6635843,2.22,1.82,1.954566
0.682587,2.22,1.82,1.946965
0.70238,2.22,1.82,1.939048
0.7202744,2.22,1.82,1.93189
0.7384306,2.22,1.82,1.924628
0.7562838,2.22,1.82,1.917486
0.7736106,2.22,1.82,1.910556
0.7906219,2.22,1.82,1.903751
0.8072891,2.22,1.82,1.897084
0.8312747,2.22,1.82,1.88749
0.8463387,2.22,1.82,1.881464
0.8606108,2.22,1.82,1.875756
0.8747939,2.22,1.82,1.870082
0.8884128,2.22,1.82,1.864635
0.901342,2.22,1.82,1.859463
0.9135916,2.22,1.82,1.854563
0.9252555,2.22,1.82,1.849898
0.9361618,2.22,1.82,1.845535
0.9509323,2.22,1.82,1.839627
0.9598648,2.22,1.82,1.836054
0.9680935,2.22,1.82,1.832762
0.9754882,2.22,1.82,1.829805
0.9817445,2.22,1.82,1.827302
0.9872546,2.22,1.82,1.825098
0.9917738,2.22,1.82,1.82329
0.9953302,2.22,1.82,1.821868
0.9979386,2.22,1.82,1.820825
0.9998922,2.22,1.82,1.820043
0.9998922,1.82,2.22,1.620043
0,1.82,2.22,1.82
0.0005353362,1.82,2.22,1.820214
0.002147791,1.82,2.22,1.820859
0.004735819,1.82,2.22,1.821894
0.0083559,1.82,2.22,1.823342
0.0130916,1.82,2.22,1.825237
0.01852962,1.82,2.22,1.827412
0.02497161,1.82,2.22,1.829989
0.03662566,1.82,2.22,1.83465
0.04519919,1.82,2.22,1.83808
0.05479984,1.82,2.22,1.84192
0.06571302,1.82,2.22,1.846285
0.07579639,1.82,2.22,1.850319
0.087124,1.82,2.22,1.85485
0.09953511,1.82,2.22,1.859814
0.112657,1.82,2.22,1.865063
0.1266839,1.82,2.22,1.870674
0.1482337,1.82,2.22,1.879293
0.1633948,1.82,2.22,1.885358
0.1784447,1.82,2.22,1.891378
0.1948309,1.82,2.22,1.897932
0.2113093,1.82,2.22,1.904524
0.2283254,1.82,2.22,1.91133
0.2457207,1.82,2.22,1.918288
0.2634209,1.82,2.22,1.925368
0.2817849,1.82,2.22,1.932714
0.3097747,1.82,2.22,1.94391
0.3278092,1.82,2.22,1.951124
0.3469609,1.82,2.22,1.958784
0.3670932,1.82,2.22,1.966837
0.3866345,1.82,2.22,1.974654
0.406521,1.82,2.22,1.982608
0.4264103,1.82,2.22,1.990564
0.4465486,1.82,2.22,1.998619
0.4665742,1.82,2.22,2.00663
0.4967678,1.82,2.22,2.018707
0.5167955,1.82,2.22,2.026718
0.537071,1.82,2.22,2.034828
0.5571749,1.82,2.22,2.04287
0.5771325,1.82,2.22,2.050853
0.5967844,1.82,2.22,2.058714
0.616768,1.82,2.22,2.066707
0.6375827,1.82,2.22,2.075033
0.6557735,1.82,2.22,2.082309
0.6853386,1.82,2.22,2.094136
0.7028798,1.82,2.22,2.101152
0.7221773,1.82,2.22,2.108871
0.7400581,1.82,2.22,2.116023
0.7578408,1.82,2.22,2.123136
0.7751575,1.82,2.22,2.130063
0.7916926,1.82,2.22,2.136677
0.8080683,1.82,2.22,2.143227
0.8241675,1.82,2.22,2.149667
0.847205,1.82,2.22,2.158882
0.8614532,1.82,2.22,2.164581
0.8755801,1.82,2.22,2.170232
0.8902418,1.82,2.22,2.176097
0.9029429,1.82,2.22,2.181177
0.9149318,1.82,2.22,2.185973
0.926547,1.82,2.22,2.190619
0.9372441,1.82,2.22,2.194898
0.9471897,1.82,2.22,2.198876
0.9608269,1.82,2.22,2.204331
0.9687604,1.82,2.22,2.207504
0.9759844,1.82,2.22,2.210394
0.9823343,1.82,2.22,2.212934
0.9878314,1.82,2.22,2.215132
0.9921631,1.82,2.22,2.216865
0.9957296,1.82,2.22,2.218292
0.9981661,1.82,2.22,2.219266
0.9995948,1.82,2.22,2.219838
0.9995948,1.82,2.22,2.22
0,2.22,1.82,2.22
0.0005371514,2.22,1.82,2.219785
0.002114658,2.22,1.82,2.219154
0.004719541,2.22,1.82,2.218112
0.008371979,2.22,1.82,2.216651
0.01297352,2.22,1.82,2.214811
0.01840446,2.22,1.82,2.212638
0.02466052,2.22,1.82,2.210136
0.03196368,2.22,1.82,2.207215
0.0463478,2.22,1.82,2.201461
0.06392719,2.22,1.82,2.194429
0.07477512,2.22,1.82,2.19009
0.08642379,2.22,1.82,2.185431
0.09884904,2.22,1.82,2.18046
0.1116561,2.22,1.82,2.175338
0.1252755,2.22,1.82,2.16989
0.1405111,2.22,1.82,2.163795
0.1622746,2.22,1.82,2.15509
0.1779674,2.22,1.82,2.148813
0.194213,2.22,1.82,2.142315
0.2104371,2.22,1.82,2.135825
0.2275048,2.22,1.82,2.128998
0.2450636,2.22,1.82,2.121974
0.262612,2.22,1.82,2.114955
0.2808572,2.22,1.82,2.107657
0.2993285,2.22,1.82,2.100269
0.327576,2.22,1.82,2.08897
0.3471186,2.22,1.82,2.081153
0.3660989,2.22,1.82,2.07356
0.3857368,2.22,1.82,2.065705
0.4056492,2.22,1.82,2.05774
0.4257454,2.22,1.82,2.049702
0.4454768,2.22,1.82,2.041809
0.4657447,2.22,1.82,2.033702
0.4859535,2.22,1.82,2.025619
0.5163777,2.22,1.82,2.013449
0.5364814,2.22,1.82,2.005407
0.5560799,2.22,1.82,1.997568
0.5761156,2.22,1.82,1.989554
0.5961651,2.22,1.82,1.981534
0.6155773,2.22,1.82,1.973769
0.6354328,2.22,1.82,1.965827
0.657841,2.22,1.82,1.956864
0.6739997,2.22,1.82,1.9504
0.7022638,2.22,1.82,1.939094
0.7205265,2.22,1.82,1.931789
0.7387137,2.22,1.82,1.924515
0.7565471,2.22,1.82,1.917381
0.7739964,2.22,1.82,1.910401
0.7914065,2.22,1.82,1.903437
0.8070516,2.22,1.82,1.897179
0.8231363,2.22,1.82,1.890745
0.8387604,2.22,1.82,1.884496
0.8609071,2.22,1.82,1.875637
0.8751587,2.22,1.82,1.869936
0.8887217,2.22,1.82,1.864511
0.9017449,2.22,1.82,1.859302
0.9138763,2.22,1.82,1.854449
0.92545,2.22,1.82,1.84982
0.9362924,2.22,1.82,1.845483
0.9462833,2.22,1.82,1.841487
0.9557945,2.22,1.82,1.837682
0.9683199,2.22,1.82,1.832672
0.9754919,2.22,1.82,1.829803
0.9819262,2.22,1.82,1.827229
0.9873506,2.22,1.82,1.82506
0.9918494,2.22,1.82,1.82326
0.9954358,2.22,1.82,1.821826
0.9979876,2.22,1.82,1.820805
0.9995201,2.22,1.82,1.820192
0.9995201,1.82,2.22,1.620192
0,1.82,2.22,1.82
0.001207655,1.82,2.22,1.820483
0.003289698,1.82,2.22,1.821316
0.006389445,1.82,2.22,1.822556
0.01053558,1.82,2.22,1.824214
0.01556767,1.82,2.22,1.826227
0.02160084,1.82,2.22,1.82864
0.0283731,1.82,2.22,1.831349
0.03617083,1.82,2.22,1.834468
0.04477709,1.82,2.22,1.837911
0.05957485,1.82,2.22,1.84383
0.07010172,1.82,2.22,1.848041
0.08150696,1.82,2.22,1.852603
0.09336199,1.82,2.22,1.857345
0.1059659,1.82,2.22,1.862386
0.1193982,1.82,2.22,1.867759
0.1340211,1.82,2.22,1.873608
0.1489876,1.82,2.22,1.879595
0.1634673,1.82,2.22,1.885387
0.1870965,1.82,2.22,1.894839
0.2026612,1.82,2.22,1.901064
0.2189928,1.82,2.22,1.907597
0.2366489,1.82,2.22,1.91466
0.2539636,1.82,2.22,1.921585
0.2718794,1.82,2.22,1.928752
0.2900952,1.82,2.22,1.936038
0.3085988,1.82,2.22,1.943439
0.3278495,1.82,2.22,1.95114
0.3564848,1.82,2.22,1.962594
0.3761806,1.82,2.22,1.970472
0.3957386,1.82,2.22,1.978295
0.4156868,1.82,2.22,1.986275
0.4353745,1.82,2.22,1.99415
0.4555226,1.82,2.22,2.002209
0.4762019,1.82,2.22,2.010481
0.4961416,1.82,2.22,2.018457
0.5162832,1.82,2.22,2.026513
0.5467984,1.82,2.22,2.038719
0.5662677,1.82,2.22,2.046507
0.5862272,1.82,2.22,2.054491
0.6059832,1.82,2.22,2.062393
0.6256215,1.82,2.22,2.070249
0.6451576,1.82,2.22,2.078063
0.6644645,1.82,2.22,2.085786
0.683382,1.82,2.22,2.093353
0.7024677,1.82,2.22,2.100987
0.7298817,1.82,2.22,2.111953
0.7477878,1.82,2.22,2.119115
0.7657066,1.82,2.22,2.126283
0.7825563,1.82,2.22,2.133023
0.7993876,1.82,2.22,2.139755
0.8155937,1.82,2.22,2.146238
0.8319481,1.82,2.22,2.152779
0.846901,1.82,2.22,2.15876
0.8613531,1.82,2.22,2.164541
0.8824019,1.82,2.22,2.172961
0.8956635,1.82,2.22,2.178265
0.9082367,1.82,2.22,2.183295
0.9201486,1.82,2.22,2.18806
0.931393,1.82,2.22,2.192557
0.941737,1.82,2.22,2.196695
0.9514593,1.82,2.22,2.200584
0.9603636,1.82,2.22,2.204145
0.9685406,1.82,2.22,2.207416
0.9790146,1.82,2.22,2.211606
0.9849226,1.82,2.22,2.213969
0.9898845,1.82,2.22,2.215954
0.993881,1.82,2.22,2.217552
0.9969162,1.82,2.22,2.218766
0.9989393,1.82,2.22,2.219576
0.999911,1.82,2.22,2.219965
0.999911,1.82,2.22,2.22
0,2.22,1.82,2.22
0.0005363561,2.22,1.82,2.219785
0.003308158,2.22,1.82,2.218677
0.006397291,2.22,1.82,2.217441
0.01049459,2.22,1.82,2.215802
0.01554107,2.22,1.82,2.213784
0.02147323,2.22,1.82,2.211411
0.0283991,2.22,1.82,2.20864
0.03608164,2.22,1.82,2.205567
0.04464081,2.22,1.82,2.202144
0.0541353,2.22,1.82,2.198346
0.06957639,2.22,1.82,2.192169
0.08088546,2.22,1.82,2.187646
0.09274282,2.22,1.82,2.182903
0.1054188,2.22,1.82,2.177833
0.1186007,2.22,1.82,2.17256
0.1326237,2.22,1.82,2.16695
0.1471465,2.22,1.82,2.161141
0.1623942,2.22,1.82,2.155042
0.1779088,2.22,1.82,2.148836
0.2021323,2.22,1.82,2.139147
0.2188934,2.22,1.82,2.132443
0.2362681,2.22,1.82,2.125493
0.2537361,2.22,1.82,2.118505
0.2718508,2.22,1.82,2.11126
0.2902014,2.22,1.82,2.10392
0.3088398,2.22,1.82,2.096464
0.327519,2.22,1.82,2.088992
0.3469358,2.22,1.82,2.081226
0.3760427,2.22,1.82,2.069583
0.3958191,2.22,1.82,2.061672
0.4157003,2.22,1.82,2.05372
0.4354637,2.22,1.82,2.045815
0.4556476,2.22,1.82,2.037741
